Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Day,Ship_Year,Ship_Month,Ship_Day
11,CA-2026-912155,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.186859729899829,2,0.7,-0.989049774916524,2026,4,25,2026,4,28
12,CA-2026-755422,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,636.5241341762209,2,0.0,178.22675756934183,2026,5,21,2026,5,26
13,CA-2026-877944,Same Day,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10011,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.42085436877443,7,0.2,18.25651699024201,2026,11,18,2026,11,18
14,CA-2026-497426,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.52576398410782,4,0.2,4.089432298808086,2026,5,26,2026,5,30
15,CA-2026-341444,Standard Class,SU-20665,Stephanie Ulpright,Home Office,United States,Greenville,North Carolina,27834,South,OFF-LA-10004559,Office Supplies,Labels,Avery 49,9.372439981349975,4,0.2,3.397509493239367,2026,8,22,2026,8,28
16,CA-2026-970532,Standard Class,KB-16240,Karen Bern,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",24.60524308917744,2,0.2,7.996704003982669,2026,11,6,2026,11,10
17,CA-2026-146335,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.361037838004258,3,0.0,3.4610905946411914,2026,10,31,2026,11,5
18,CA-2026-302454,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.28032129148239,7,0.2,4.298112452018836,2026,11,25,2026,12,1
19,CA-2026-262943,First Class,SG-20470,Sheri Gordon,Consumer,United States,Florence,South Carolina,29501,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,32.18064633039304,4,0.0,14.481290848676869,2026,3,24,2026,3,27
20,CA-2026-362089,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,572.1119975968842,4,0.2,64.36259972964946,2026,10,8,2026,10,12
21,CA-2026-861507,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",22.762150358344687,2,0.2,7.682225745941332,2026,12,13,2026,12,18
22,CA-2026-133405,First Class,CJ-11875,Carl Jackson,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004269,Office Supplies,Art,Newell 31,16.325498061534976,5,0.2,1.632549806153497,2026,12,30,2027,1,2
23,CA-2026-955536,Same Day,FC-14335,Fred Chung,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",254.3983175418222,7,0.0,111.93525971840177,2026,10,10,2026,10,10
24,CA-2026-180237,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1411.6485650526054,7,0.0,141.16485650526056,2026,5,31,2026,6,4
25,CA-2026-134503,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Irving,Texas,75061,Central,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.725076081248991,3,0.2,-3.181269020312248,2026,5,3,2026,5,7
26,CA-2026-939462,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,8861,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",54.95833543550877,1,0.0,26.38000100904421,2026,7,16,2026,7,20
27,CA-2026-239946,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,26.97603711059196,4,0.2,-1.348801855529598,2026,11,22,2026,11,26
28,CA-2026-975800,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,92037,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,239.427983228126,3,0.0,71.8283949684378,2026,6,22,2026,6,24
29,CA-2026-501228,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",900.3196673832748,4,0.2,112.53995842290936,2026,10,13,2026,10,15
30,CA-2026-636098,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.895157801029406,4,0.0,23.450724166483823,2026,2,21,2026,2,23
31,CA-2026-999962,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Eau Claire,Wisconsin,54703,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,92.88673521388309,3,0.0,46.44336760694154,2026,5,17,2026,5,21
32,CA-2026-390692,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.839530096005017,2,0.2,2.8418296598018187,2026,5,4,2026,5,8
33,CA-2026-827614,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,175.47333527211677,3,0.45,-111.66484971861976,2026,8,29,2026,9,2
34,CA-2026-937921,Standard Class,GM-14500,Gene McClure,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.566287620547326,3,0.0,5.277840800629877,2026,9,13,2026,9,18
35,CA-2026-916053,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",295.4445537567094,6,0.2,18.465284609794335,2026,12,23,2026,12,28
36,CA-2026-199814,Second Class,MC-18130,Mike Caudle,Corporate,United States,Newark,Delaware,19711,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.52950255800226,7,0.0,0.5305900511600452,2026,11,9,2026,11,12
37,CA-2026-546251,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,45.92922947471813,7,0.0,22.046030147864705,2026,12,3,2026,12,7
38,CA-2026-266059,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,658.7475643638621,2,0.0,217.38669624007449,2026,11,23,2026,11,29
39,CA-2026-863977,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,69.6381952819235,3,0.0,18.10593077330011,2026,4,5,2026,4,9
40,CA-2026-667042,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,Wilmington,Delaware,19805,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",212.14169113972116,7,0.0,101.82801174706614,2026,11,18,2026,11,24
41,CA-2026-371983,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.462758144547974,2,0.0,6.797496327937549,2026,12,19,2026,12,21
42,CA-2026-141041,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.871013506371873,2,0.2,2.1471917207412106,2026,9,15,2026,9,19
43,CA-2026-418454,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,12.897828906049384,5,0.2,2.095897197233025,2026,7,15,2026,7,19
44,CA-2026-197155,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.075834008140116,3,0.6,-3.949292105291075,2026,11,25,2026,11,30
45,CA-2026-915896,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,122.88781549933302,2,0.0,27.035319409853265,2026,12,16,2026,12,22
46,CA-2026-393486,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,2.959795066908101,2,0.2,0.5549615750452689,2026,11,27,2026,12,1
47,CA-2026-135833,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,79.56760502872706,5,0.2,-17.90271113146359,2026,9,10,2026,9,10
48,CA-2026-732290,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,Texas,78207,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.633565184490563,4,0.8,-6.3587390728584845,2026,10,23,2026,10,28
49,CA-2026-685746,Second Class,DF-13135,David Flashing,Consumer,United States,New York City,New York,10009,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,214.9309312620572,6,0.0,101.0175376931669,2026,12,26,2026,12,30
50,CA-2026-588174,First Class,GK-14620,Grace Kelly,Corporate,United States,Greensboro,North Carolina,27405,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,65.71925094763866,7,0.2,8.214906368454832,2026,8,15,2026,8,17
51,CA-2026-846957,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",35.0155779760681,7,0.0,14.706542749948603,2026,1,30,2026,2,5
52,CA-2026-447275,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Everett,Massachusetts,2149,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,40.49761167217388,1,0.0,19.8438297193652,2026,10,31,2026,11,3
53,CA-2026-950100,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.37342287420952,2,0.4,-16.895570479034923,2026,12,13,2026,12,16
54,CA-2026-137632,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,965.3663684099084,5,0.0,270.3025831547743,2026,8,10,2026,8,13
55,CA-2026-840400,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,14215,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,845.4570989519195,7,0.0,16.90914197903839,2026,6,21,2026,6,28
56,CA-2026-794269,Second Class,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,21.98053873348044,5,0.2,5.2203779492016045,2026,5,12,2026,5,16
57,CA-2026-386034,First Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,113.4145964811494,2,0.0,28.35364912028735,2026,1,4,2026,1,6
58,CA-2026-811238,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1269.6336437340578,3,0.0,317.40841093351446,2026,4,26,2026,5,2
59,CA-2026-595846,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,6.210635478374823,2,0.0,0.0621063547837482,2026,10,29,2026,11,1
60,CA-2026-167459,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Sheboygan,Wisconsin,53081,Central,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,14.76968087995878,1,0.0,4.135510646388458,2026,8,25,2026,8,31
61,CA-2026-353194,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Fairfield,Connecticut,6824,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",465.8165768503533,11,0.0,121.11230998109184,2026,8,29,2026,9,3
62,CA-2026-965310,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Beaumont,Texas,77705,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.879813602837135,5,0.8,-17.407701764539418,2026,10,16,2026,10,21
63,CA-2026-219281,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,58.34531941050439,6,0.2,5.834531941050439,2026,5,26,2026,5,31
64,CA-2026-723562,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,55.044243181043576,2,0.2,1.376106079526089,2026,12,30,2027,1,2
65,CA-2026-272457,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,4331.538107692734,13,0.2,324.8653580769551,2026,8,22,2026,8,25
66,CA-2026-236931,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,620.3814675756255,3,0.0,173.70681092117513,2026,5,21,2026,5,25
67,CA-2026-328136,First Class,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,78521,Central,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,335.32731501718774,5,0.2,113.17296881830086,2026,3,28,2026,3,30
68,CA-2026-888058,Second Class,CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,10024,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,167.13907318813537,2,0.4,-66.85562927525415,2026,11,5,2026,11,10
69,CA-2026-374516,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,14.147666514519754,2,0.0,6.790879926969481,2026,7,8,2026,7,12
70,CA-2026-175350,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,23.794622738106813,2,0.2,-2.676895058037017,2026,7,4,2026,7,10
71,CA-2026-679273,First Class,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",586.3825191962218,5,0.1,-6.515361324402464,2026,10,3,2026,10,5
72,CA-2026-258766,Standard Class,TS-21655,Trudy Schmidt,Consumer,United States,Fayetteville,Arkansas,72701,South,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,105.47558211389364,3,0.0,49.57352359353002,2026,12,25,2026,12,29
73,CA-2026-716449,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,10.569150778052794,2,0.2,3.699202772318478,2026,11,30,2026,12,7
74,CA-2026-626471,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",349.24109862988644,4,0.3,-94.79401248525488,2026,11,18,2026,11,22
75,CA-2026-410260,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Los Angeles,California,90008,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",238.17646943327813,2,0.2,-35.72647041499172,2026,11,9,2026,11,16
76,CA-2026-691464,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.999835960533987,4,0.7,-4.19988517237379,2026,9,17,2026,9,21
77,CA-2026-841706,Same Day,CS-11950,Carlos Soltero,Consumer,United States,Freeport,New York,11520,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,19.790691124269696,3,0.0,9.499531739649452,2026,9,27,2026,9,27
78,CA-2026-387531,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,103.04475515896598,6,0.0,6.182685309537959,2026,11,30,2026,12,3
79,CA-2026-978674,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Oak Park,Illinois,60302,Central,OFF-AR-10000823,Office Supplies,Art,Newell 307,10.128300993620906,7,0.2,1.012830099362091,2026,12,13,2026,12,17
80,CA-2026-462673,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,44.28254705815672,3,0.0,12.84193864686545,2026,1,21,2026,1,27
81,CA-2026-383937,Same Day,SR-20740,Steven Roelle,Home Office,United States,Dallas,Texas,75081,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,10.191856498140424,3,0.2,3.1849551556688827,2026,4,4,2026,4,4
82,CA-2026-387793,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,San Diego,California,92024,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,21.18541201353925,7,0.0,4.448936522843242,2026,12,17,2026,12,24
83,CA-2026-624612,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023,West,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,20.70184451031041,4,0.2,7.245645578608643,2026,9,13,2026,9,15
84,CA-2026-161684,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fayetteville,Arkansas,72701,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,45.55528794202393,5,0.0,8.655504708984546,2026,12,15,2026,12,21
85,CA-2026-604348,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,65.9732743395862,13,0.0,31.007438939605517,2026,11,1,2026,11,5
86,CA-2026-167811,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,148.71120431945482,3,0.0,69.89426603014377,2026,11,22,2026,11,28
87,CA-2026-840096,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Marysville,Washington,98270,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",95.06186622405768,12,0.0,0.9506186622405766,2026,10,7,2026,10,11
88,CA-2026-217925,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",484.116916401839,8,0.0,135.55273659251495,2026,9,5,2026,9,9
89,CA-2026-908579,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",57.14201174386253,4,0.2,19.999704110351885,2026,1,19,2026,1,20
90,CA-2026-702062,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,66.60917760477919,4,0.2,23.31321216167272,2026,9,7,2026,9,9
91,CA-2026-255779,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.913167120650844,2,0.2,10.819608492227797,2026,2,8,2026,2,10
92,CA-2026-967095,Standard Class,SC-20050,Sample Company A,Home Office,United States,Arlington,Texas,76017,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,11.413103977538231,9,0.8,-17.11965596630735,2026,9,30,2026,10,6
93,CA-2026-519692,First Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.84220130047587,5,0.0,16.84583461122366,2026,10,11,2026,10,13
94,CA-2026-379192,First Class,CM-12190,Charlotte Melton,Consumer,United States,San Diego,California,92105,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",437.13575978248895,4,0.0,8.742715195649778,2026,9,18,2026,9,21
95,CA-2026-777925,Standard Class,BT-11680,Brian Thompson,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,574.6502359461841,3,0.0,80.45103303246579,2026,4,10,2026,4,17
96,CA-2026-209294,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,250.8230322307849,2,0.2,28.217591125963303,2026,9,21,2026,9,23
97,CA-2026-704656,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,83.08339245672232,3,0.2,2.0770848114180582,2026,11,19,2026,11,24
98,CA-2026-357456,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,25.95394870119911,5,0.7,-20.763158960959288,2026,9,6,2026,9,11
99,CA-2026-241905,First Class,DB-13270,Deborah Brumfield,Home Office,United States,Portland,Oregon,97206,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",401.205162924514,5,0.2,25.07532268278212,2026,12,12,2026,12,14
100,CA-2026-808466,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.65358807462932,3,0.2,3.462416124254529,2026,4,15,2026,4,20
101,CA-2026-228376,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.627656643491825,2,0.2,-4.641222744785661,2026,7,16,2026,7,21
102,CA-2026-782314,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,136.79751783392203,3,0.0,35.56735463681973,2026,12,1,2026,12,6
103,CA-2026-861190,Standard Class,EC-14050,Erin Creighton,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,25.24153807473123,6,0.0,11.358692133629054,2026,3,25,2026,3,31
104,CA-2026-232098,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205,Central,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,25.98838385980798,4,0.0,12.474424252707829,2026,9,26,2026,9,29
